research_rank,forum,url,status,domain_rating,country,primary_language,primary_topic,topics,forum_type,last_verified_at
128,SanDisk Forums,https://forums.sandisk.com/,ACTIVE,82,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
129,Soaps.com's Message Board - Soap opera message board,https://soaps.sheknows.com/message-boards,ACTIVE,82,,en,MUSIC_ENTERTAINMENT_CULTURE,MUSIC_ENTERTAINMENT_CULTURE; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
130,The Observable Forum,https://talk.observablehq.com/,ACTIVE,82,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; ECOMMERCE_MARKETPLACES,OTHER,2026-08-26
131,UiPath Community Forum,https://forum.uipath.com/,ACTIVE,82,,en,BUSINESS_ENTREPRENEURSHIP,BUSINESS_ENTREPRENEURSHIP; EDUCATION_STUDENTS; CONSTRUCTION; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
132,Umbraco community forum,https://forum.umbraco.com/,ACTIVE,82,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
133,💫 The Prodigy Game Discourse Group - A place to talk about the Prodigy Education franchise.,https://prodigy-game.discourse.group/,ACTIVE,81,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS,OTHER,2026-08-26
134,2C Exchange - 2C Exchange,https://2ndcareers-community.discourse.group/,ACTIVE,81,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
135,Calcio di Base,https://calciodibase.discourse.group/,ACTIVE,81,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
136,"CalculiX (official versions are on www.calculix.de, the official GitHub repository is at https://github.com/Dhondtguido/CalculiX). - Experts, programmers and users of Finite Elemen",https://calculix.discourse.group/,ACTIVE,81,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
137,Chapel Programming Language - Making scalable parallelism productive and portable,https://chapel.discourse.group/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
138,Chef Questions,https://discourse.chef.io/,ACTIVE,81,,en,CONSTRUCTION,CONSTRUCTION,OTHER,2026-08-26
139,Communauté Argos,https://argos-community.discourse.group/,ACTIVE,81,,,ANIMALS_PETS,ANIMALS_PETS,OTHER,2026-08-26
140,Computation Layer Support Forum,https://cl.desmos.com/,ACTIVE,81,,en,CONSTRUCTION,CONSTRUCTION,OTHER,2026-08-26
141,CS-Cart Forums - The Official Forum for CS-Cart ecommerce platform,https://forum.cs-cart.com/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; MARKETING_SEO_GROWTH; ECOMMERCE_MARKETPLACES; WEB_HOSTING_DOMAINS; BUSINESS_ENTREPRENEURSHIP,HOBBY_COMMUNITY,2026-08-26
142,dbt Community Forum,https://discourse.getdbt.com/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
143,Decentraland,https://forum.decentraland.org/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
144,farmOS - The farmOS community forum,https://farmos.discourse.group/,ACTIVE,81,,en,WEB_HOSTING_DOMAINS,WEB_HOSTING_DOMAINS; CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
145,Fatoora Developer Community,https://zatca1.discourse.group/,ACTIVE,81,,,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
146,FEniCS Project - The FEniCS Project is an open source automatic finite element library,https://fenicsproject.discourse.group/,ACTIVE,81,,en,SCIENCE,SCIENCE,OTHER,2026-08-26
147,Fortran Discourse - Fortran community,https://fortran-lang.discourse.group/,ACTIVE,81,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
148,GestGov - Minimizando Assimetrias de Informação Governamentais,https://gestgov.discourse.group/,ACTIVE,81,,pt,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
149,Going to Seed,https://goingtoseed.discourse.group/,ACTIVE,81,,en,AGRICULTURE_GARDENING,AGRICULTURE_GARDENING; FOOD_COOKING,OTHER,2026-08-26
150,Hibernate,https://discourse.hibernate.org/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
151,Ice711 Community Forum,https://ice711.discourse.group/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TRANSPORT_LOGISTICS; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,2026-08-26
152,InfluxData Community Forums,https://community.influxdata.com/,ACTIVE,81,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS,EDUCATION_COMMUNITY,2026-08-26
153,Jitsi Community Forum - developers & users,https://community.jitsi.org/,ACTIVE,81,,en,CYBERSECURITY_IT,CYBERSECURITY_IT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-27
154,Klipper - Klipper 3d software,https://klipper.discourse.group/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
155,Look Mum No Computer Thingies - THE MUSEUM OF EVERYTHING ELSE,https://lookmumnocomputer.discourse.group/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE; HOME_DIY,OTHER,2026-08-26
156,Mixxx,https://mixxx.discourse.group/,ACTIVE,81,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE; NEWS_POLITICS_SOCIETY,OTHER,2026-08-27
157,MNE Forum,https://mne.discourse.group/,ACTIVE,81,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
158,Neo Financial Community Forum,https://neofinancial.discourse.group/,ACTIVE,81,,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING,OTHER,2026-08-26
159,Nextstrain Discussion,https://nextstrain.discourse.group/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
160,"Open-Source Leg Community Space - Open-source robotics and prosthetics community for hardware, software, and collaborative innovation in mobility and research.",https://opensourceleg.discourse.group/,ACTIVE,81,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE; EDUCATION_STUDENTS,OTHER,2026-08-26
161,OpenFlexure Forum - A place to discuss the OpenFlexure project,https://openflexure.discourse.group/,ACTIVE,81,,en,AI_DATA,AI_DATA; EDUCATION_STUDENTS; ENGINEERING,OTHER,2026-08-26
162,OpenMC - OpenMC Discussion Group,https://openmc.discourse.group/,ACTIVE,81,,en,TRANSPORT_LOGISTICS,TRANSPORT_LOGISTICS,OTHER,2026-08-26
163,OpenNMS Community,https://opennms.discourse.group/,ACTIVE,81,,en,CYBERSECURITY_IT,CYBERSECURITY_IT,OTHER,2026-08-27
164,"OpenSearch - Fully open source, community-driven search & analytics suite",https://forum.opensearch.org/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; AI_DATA; CYBERSECURITY_IT; BUSINESS_ENTREPRENEURSHIP; CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
165,openziti - OpenZiti's Community Forum,https://openziti.discourse.group/,ACTIVE,81,,en,CYBERSECURITY_IT,CYBERSECURITY_IT; CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
166,"OSGeo Discourse - If you have an OSGeo account or Github, use with LDAP or Github login options, and do not try to register or use the regular login form.",https://discourse.osgeo.org/,ACTIVE,81,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
167,Phaser - The Phaser Forum,https://phaser.discourse.group/,ACTIVE,81,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
168,preCICE Forum on Discourse,https://precice.discourse.group/,ACTIVE,81,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
169,PrePoMax - PrePoMax at Discourse,https://prepomax.discourse.group/,ACTIVE,81,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
170,Processing Community Forum,https://discourse.processing.org/,ACTIVE,81,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
171,Property Success with NEW KIDS - Rebalancing the real estate equation for all!,https://newkids.discourse.group/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; ECOMMERCE_MARKETPLACES; BUSINESS_ENTREPRENEURSHIP; CAREERS_HR_RECRUITMENT; EDUCATION_STUDENTS,Q_AND_A,2026-08-26
172,Replit Community Forum - Connect & build with Replit's community of software creators.,https://replit.discourse.group/,ACTIVE,81,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
173,Retool Forum,https://community.retool.com/,ACTIVE,81,,en,BUSINESS_ENTREPRENEURSHIP,BUSINESS_ENTREPRENEURSHIP,OTHER,2026-08-26
174,Saulala - Discourse,https://saulala.discourse.group/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
175,Schizophrenia Support Forum,https://schizophreniasupport.discourse.group/,ACTIVE,81,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; HEALTH_MEDICINE; FOOD_COOKING; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
176,Syncloud - Get help about running Syncloud,https://syncloud.discourse.group/,ACTIVE,81,,en,MARKETING_SEO_GROWTH,MARKETING_SEO_GROWTH; SPORTS_FITNESS; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
177,Tainacan - Lar da comunidade Tainacan,https://tainacan.discourse.group/,ACTIVE,81,,pt,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
178,The Broadband Genius Community - The Broadband Genius community from Broadband Genie,https://broadbandgenie.discourse.group/,ACTIVE,81,,en,CONSUMER_DEALS_REVIEWS,CONSUMER_DEALS_REVIEWS,OTHER,2026-08-26
179,The Eldraeverse - The Associated Worlds welcome you!,https://eldraeverse.discourse.group/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,HOBBY_COMMUNITY,2026-08-26
180,The Gramps Project (Discourse Forum & Mailing List) - Collecting our past.,https://gramps.discourse.group/,ACTIVE,81,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
181,The Nonsuch Community Forum,https://nonsuch.discourse.group/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
182,Universal Blue - Discussing and Contributing to Universal Blue,https://universal-blue.discourse.group/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
183,Vaultwarden Forum (formerly Bitwarden_RS) - Vaultwarden Forum (formerly Bitwarden_RS),https://vaultwarden.discourse.group/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
184,Victron Community,https://community.victronenergy.com/,ACTIVE,81,,en,HOME_DIY,HOME_DIY,Q_AND_A,2026-08-26
185,VRChat Ask Forum - The official VRChat discussion forum.,https://ask.vrchat.com/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,Q_AND_A,2026-08-26
186,WLED - WLED community forum,https://wled.discourse.group/,ACTIVE,81,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
187,Zola,https://zola.discourse.group/,ACTIVE,81,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
188,Carers Connect - The Carers UK online community - Free to all members,https://forum.carersuk.org/,ACTIVE,80,,en,HEALTH_MEDICINE,HEALTH_MEDICINE; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
189,Cfx Forum - The home of FiveM & RedM,https://forum.cfx.re/,ACTIVE,80,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
190,IPFS Forums,https://discuss.ipfs.tech/,ACTIVE,80,,en,CYBERSECURITY_IT,CYBERSECURITY_IT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
191,Kirby Forum,https://forum.getkirby.com/,ACTIVE,80,,en,WEB_HOSTING_DOMAINS,WEB_HOSTING_DOMAINS,OTHER,2026-08-26
192,Monzo Community,https://community.monzo.com/,ACTIVE,80,,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; BUSINESS_ENTREPRENEURSHIP; GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,Q_AND_A,2026-08-26
193,"Nylas Community - A place for Nylas users to learn about Nylas APIs, get help, attend events, and support others.",https://forums.nylas.com/,ACTIVE,80,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; PROGRAMMING_DEVELOPMENT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
194,"Piwik PRO Community - Community of analysts, marketers and data privacy practitioners",https://community.piwik.pro/,ACTIVE,80,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,PROFESSIONAL_COMMUNITY,2026-08-26
195,"Readymag Forum - The place for Readymag users to ask questions, share knowledge, and learn.",https://forum.readymag.com/,ACTIVE,80,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
196,Steinberg Forums,https://forums.steinberg.net/,ACTIVE,80,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
197,Superhuman Community,https://connect.superhuman.com/,ACTIVE,80,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
198,The Commons - Common Dreams,https://commons.commondreams.org/,ACTIVE,80,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
199,USCCA Community,https://community.usconcealedcarry.com/,ACTIVE,80,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; EDUCATION_STUDENTS; HOME_DIY; LEGAL; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
200,vLLM Forums,https://discuss.vllm.ai/,ACTIVE,80,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
201,WHOOP Community - Ask the WHOOP Community to unlock your human performance and healthspan,https://community.whoop.com/,ACTIVE,80,,en,HEALTH_MEDICINE,HEALTH_MEDICINE,OTHER,2026-08-26
202,XenForo community,https://xenforo.com/community,ACTIVE,80,,en,WEB_HOSTING_DOMAINS,WEB_HOSTING_DOMAINS; TECHNOLOGY_SOFTWARE; BUSINESS_ENTREPRENEURSHIP,OTHER,2026-08-27
203,Zammad,https://community.zammad.org/,ACTIVE,80,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
204,Aave - Governance Forum,https://governance.aave.com/,ACTIVE,79,,,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; EDUCATION_STUDENTS,OTHER,2026-08-26
205,Build N Build Forum - Builders,https://forum.bnbchain.org/,ACTIVE,79,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; CYBERSECURITY_IT; CONSTRUCTION; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,2026-08-26
206,Cardano Forum,https://forum.cardano.org/,ACTIVE,79,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; FINANCE_INVESTING_BANKING; CYBERSECURITY_IT; EDUCATION_STUDENTS; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
207,Cesium Community - Cesium Community Forum,https://community.cesium.com/,ACTIVE,79,,ja,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT; NEWS_POLITICS_SOCIETY,INDUSTRY_COMMUNITY,2026-08-26
208,Core77 Discussion Boards - Core77 Industrial Design Forum,https://boards.core77.com/,ACTIVE,79,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; ECOMMERCE_MARKETPLACES; TECHNOLOGY_SOFTWARE; BUSINESS_ENTREPRENEURSHIP; CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
209,HCLSoftware Digital Solutions Community,https://developer.ds.hcl-software.com/,ACTIVE,79,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
210,Huel,https://discuss.huel.com/,ACTIVE,79,,en,FOOD_COOKING,FOOD_COOKING,OTHER,2026-08-26
211,Julia Programming Language - A forum for users and developers,https://discourse.julialang.org/,ACTIVE,79,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; FINANCE_INVESTING_BANKING; AI_DATA; EDUCATION_STUDENTS; SCIENCE,OTHER,2026-08-26
212,Kong Nation,https://discuss.konghq.com/,ACTIVE,79,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
213,Local Community,https://community.localwp.com/,ACTIVE,79,,en,LOCAL_REGIONAL,LOCAL_REGIONAL,LOCAL_REGIONAL,2026-08-26
214,"Marie Curie's Online Community - Welcome to the Marie Curie Online Community. A space for you to share thoughts, feelings and experiences. The Marie Curie Support Line team moderat",https://community.mariecurie.org.uk/,ACTIVE,79,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
215,Pega Forums,https://forums.pega.com/,ACTIVE,79,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
216,Rocket.Chat,https://forums.rocket.chat/,ACTIVE,79,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
217,"CrewAI - Cutting-edge framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, t",https://community.crewai.com/,ACTIVE,78,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
218,Elm,https://discourse.elm-lang.org/,ACTIVE,78,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
219,EVE Online Forums,https://forums.eveonline.com/,ACTIVE,78,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; SCIENCE,Q_AND_A,2026-08-26
220,Fairphone Community Forum,https://forum.fairphone.com/,ACTIVE,78,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,INDUSTRY_COMMUNITY,2026-08-26
221,Formlabs Community Forum,https://forum.formlabs.com/,ACTIVE,78,,zh,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
222,Knack Community Forum - A community of Knack enthusiasts and advocates.,https://forums.knack.com/,ACTIVE,78,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,HOBBY_COMMUNITY,2026-08-26
223,MediaTek Genio Community,https://genio-community.mediatek.com/,ACTIVE,78,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
224,Node-RED Forum,https://discourse.nodered.org/,ACTIVE,78,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
225,"Open edX discussions - For everyone in the Open edX world: instructional designers, educators, learning researchers, software developers, and operators. Come together and collabora",https://discuss.openedx.org/,ACTIVE,78,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; CYBERSECURITY_IT; TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT; EDUCATION_STUDENTS,OTHER,2026-08-26
226,OpenZeppelin Forum - OpenZeppelin Community Forum,https://forum.openzeppelin.com/,ACTIVE,78,,en,CRYPTO_WEB3,CRYPTO_WEB3; PROGRAMMING_DEVELOPMENT; CYBERSECURITY_IT; CONSUMER_DEALS_REVIEWS,OTHER,2026-08-26
227,SailPoint Developer Community - Learn. Build. Connect.,https://developer.sailpoint.com/discuss,ACTIVE,78,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; CYBERSECURITY_IT; CAREERS_HR_RECRUITMENT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
228,"Software AG Tech Community - Adabas & Natural, CONNX, JOPAZ forums, tutorials and experts",https://techcommunity.softwareag.com/,ACTIVE,78,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
229,Temporal Community Forum - Durable Execution System,https://community.temporal.io/,ACTIVE,78,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
230,The Success Community,https://success.vanillaforums.com/,ACTIVE,78,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-27
231,Weaviate Community Forum - Weaviate support and success stories,https://forum.weaviate.io/,ACTIVE,78,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
232,Adalo,https://forum.adalo.com/,ACTIVE,77,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
233,Babylon.js,https://forum.babylonjs.com/,ACTIVE,77,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
234,bleachplatinumhearts.forumotion.com,https://bleachplatinumhearts.forumotion.com/,ACTIVE,77,,,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,INDEPENDENT,2026-08-26
235,Caddy Community,https://caddy.community/,ACTIVE,77,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
236,Cosmos Hub Forum,https://forum.cosmos.network/,ACTIVE,77,,en,CRYPTO_WEB3,CRYPTO_WEB3; CYBERSECURITY_IT; TECHNOLOGY_SOFTWARE; CONSUMER_DEALS_REVIEWS,OTHER,2026-08-26
237,Digi Technical Support Forums,https://forums.digi.com/,ACTIVE,77,,,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
238,eufy Community,https://community.eufy.com/,ACTIVE,77,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
239,Fans Forum by TokenPocket - A multi-chain Cryptocurrency Wallet,https://fans.tokenpocket.pro/,ACTIVE,77,,zh,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; PROGRAMMING_DEVELOPMENT; CYBERSECURITY_IT; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,2026-08-26
240,genealogy.net - Der deutsche Genealogieserver,https://discourse.genealogy.net/,ACTIVE,77,,de,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
241,Glide Community - Get help with your Glide apps and connect with other Glide users.,https://community.glideapps.com/,ACTIVE,77,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
242,Graylog Community,https://community.graylog.org/,ACTIVE,77,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; CYBERSECURITY_IT,OTHER,2026-08-26
243,Landing Zone • UDisc Forum,https://forum.udisc.com/,ACTIVE,77,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
244,LiveKit Community,https://community.livekit.io/,ACTIVE,77,,en,WEB_HOSTING_DOMAINS,WEB_HOSTING_DOMAINS; TELECOM_VOIP,OTHER,2026-08-26
245,NTP Pool Project - NTP Pool Community,https://community.ntppool.org/,ACTIVE,77,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
246,Polkadot Forum - A place for Polkadot Pioneers to discuss the future,https://forum.polkadot.network/,ACTIVE,77,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
247,rcmb.forumotion.com,https://rcmb.forumotion.com/,ACTIVE,77,,en,HOBBIES_COLLECTING_OUTDOORS,HOBBIES_COLLECTING_OUTDOORS,INDEPENDENT,2026-08-26
248,Roboflow - Computer Vision Community,https://discuss.roboflow.com/,ACTIVE,77,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
249,Scopely Explore Wayfarer Community,https://community.wayfarer.scopely.com/,ACTIVE,77,,ja,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; NEWS_POLITICS_SOCIETY; CONSUMER_DEALS_REVIEWS,OTHER,2026-08-26
250,"Straight Dope Message Board - Your direct line to thousands of the smartest, hippest people on the planet, plus a few total dipsticks.",https://boards.straightdope.com/,ACTIVE,77,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
251,TrueNAS Community Forums - TrueNAS and TrueCommand Discussion,https://forums.truenas.com/,ACTIVE,77,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
252,Universal Robots Forum,https://forum.universal-robots.com/,ACTIVE,77,,zh,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
253,Upstox Community,https://community.upstox.com/,ACTIVE,77,,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
254,Wahoo Forum,https://wahoox.forum.wahoofitness.com/,ACTIVE,77,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; SPORTS_FITNESS,OTHER,2026-08-26
255,zhornsoftware.forumotion.com,https://zhornsoftware.forumotion.com/,ACTIVE,77,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE,INDEPENDENT,2026-08-26
256,Alpaca Community Forum - Alpaca Community Forum | Stock Trading API,https://forum.alpaca.markets/,ACTIVE,76,,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING,OTHER,2026-08-26
257,Fireblocks Developer Community,https://community.fireblocks.com/,ACTIVE,76,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
258,Folksy Forums,https://talk.folksy.com/,ACTIVE,76,,en,MARKETING_SEO_GROWTH,MARKETING_SEO_GROWTH; ECOMMERCE_MARKETPLACES; HOBBIES_COLLECTING_OUTDOORS,OTHER,2026-08-26
259,Inductive Automation Forum,https://forum.inductiveautomation.com/,ACTIVE,76,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; EDUCATION_STUDENTS,Q_AND_A,2026-08-26
