id,name,website,country,marketplace_type,also_covers,seller_types,cost,operator,current_status,note
mp-it-subito,Subito,https://www.subito.it/,italy,general-classifieds,jobs; property; vehicles,both,freemium,Adevinta,active,"Italy's dominant classifieds marketplace, with professional seller accounts."
mp-jm-jacars,Jacars.net,https://www.jacars.net/,jamaica,vehicles,,both,freemium,,active,"A Jamaican vehicle marketplace covering cars, commercial vehicles and parts. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-jm-jco,Jamaica Classified Online,https://jamaicaclassifiedonline.com/,jamaica,general-classifieds,jobs; property; vehicles,both,freemium,,active,A Jamaican general classifieds marketplace with free listings and paid promoted placements. Cloudflare blocks plain HTTPS requests; the live listings were confirmed in a real browser.
mp-jp-carsensor,Carsensor,https://www.carsensor.net/,japan,vehicles,,both,paid,,active,A major Japanese vehicle marketplace where dealers hold public pages.
mp-jp-goonet,Goo-net,https://www.goo-net.com/,japan,vehicles,,both,paid,,active,"A major Japanese vehicle marketplace where dealers hold public pages. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-jp-jmty,Jimoty,https://jmty.jp/,japan,general-classifieds,jobs; property; services,both,free,,active,Japan's main free local classifieds board.
mp-jp-suumo,SUUMO,https://suumo.jp/,japan,property,,business,paid,,active,"Japan's largest property marketplace, where agents hold public listings."
mp-jp-yahoo-auctions,Yahoo! Auctions Japan,https://auctions.yahoo.co.jp/,japan,auctions,general-classifieds,both,freemium,,unknown,"Japan's largest auction marketplace, where sellers hold public listings. [accessibility:2026-08-14] an automated browser check was refused by the site (http 403); a browser check is needed by a person and the status stays unknown."
mp-jp-athome,at home,https://www.athome.co.jp/,japan,property,,business,paid,,active,A major Japanese property marketplace where agents hold public listings.
mp-jo-opensooq,OpenSooq Jordan,https://jo.opensooq.com/,jordan,general-classifieds,jobs; property; services; vehicles,both,free,OpenSooq,active,"The Jordan site of OpenSooq, the Arabic-language classifieds platform that says on its own about page that it runs in 20 countries with more than 120 buying and selling sections. It states free ad posting and carries cars, property, jobs and services."
mp-ke-brightermonday,BrighterMonday,https://www.brightermonday.co.ke/,kenya,jobs,,business,paid,,active,"Kenya's leading job marketplace, where employers hold public company pages."
mp-ke-buyrentkenya,BuyRentKenya,https://www.buyrentkenya.com/,kenya,property,,both,paid,,active,A major Kenyan property marketplace where agents hold public listings.
mp-ke-jiji,Jiji Kenya,https://jiji.co.ke/,kenya,general-classifieds,jobs; property; vehicles,both,freemium,Jiji Group,unknown,Kenya's largest classifieds marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-ke-jumia,Jumia Kenya,https://www.jumia.co.ke/,kenya,general-classifieds,,business,paid,Jumia Group,unknown,The Kenyan storefront of Africa's largest online marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-ke-kilimall,Kilimall,https://www.kilimall.co.ke/,kenya,general-classifieds,,business,paid,,active,A Kenyan online marketplace where merchants hold public storefronts.
mp-ke-pigiame,PigiaMe,https://www.pigiame.co.ke/,kenya,general-classifieds,jobs; property; vehicles,both,freemium,,unknown,A Kenyan classifieds marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-ke-property24,Property24 Kenya,https://www.property24.co.ke/,kenya,property,,both,paid,,active,The Kenyan arm of a major African property marketplace.
mp-xk-merrjep,MerrJep Kosovo,https://www.merrjep.com/,kosovo,general-classifieds,jobs; property; vehicles,both,freemium,,active,"Kosovo's leading classifieds marketplace, where businesses can also open a shop. A separate site and account from MerrJep.al in Albania."
mp-kw-opensooq,OpenSooq Kuwait,https://kw.opensooq.com/,kuwait,general-classifieds,jobs; property; services; vehicles,both,free,OpenSooq,active,"The Kuwait site of OpenSooq, the Arabic-language classifieds platform that says on its own about page that it runs in 20 countries with more than 120 buying and selling sections. It states free ad posting and carries cars, property, jobs and services."
mp-lv-cv,CV.lv,https://www.cv.lv/,latvia,jobs,,business,paid,,active,"Latvia's main job marketplace, where employers hold public company pages."
mp-lv-ss,SS.COM,https://www.ss.com/,latvia,general-classifieds,jobs; property; vehicles,both,freemium,,active,"Latvia's dominant classifieds portal, covering goods, property, vehicles and jobs."
mp-lb-opensooq,OpenSooq Lebanon,https://lb.opensooq.com/,lebanon,general-classifieds,jobs; property; services; vehicles,both,free,OpenSooq,active,"The Lebanon site of OpenSooq, the Arabic-language classifieds platform that says on its own about page that it runs in 20 countries with more than 120 buying and selling sections. It states free ad posting and carries cars, property, jobs and services."
mp-lt-aruodas,Aruodas.lt,https://www.aruodas.lt/,lithuania,property,,both,paid,,active,"The main Lithuanian property marketplace, where agents hold public listings."
mp-lt-autoplius,Autoplius.lt,https://www.autoplius.lt/,lithuania,vehicles,,both,paid,,active,"The main Lithuanian vehicle marketplace, where dealers hold public pages."
mp-lt-skelbiu,Skelbiu.lt,https://www.skelbiu.lt/,lithuania,general-classifieds,property; services; vehicles,both,freemium,,active,Lithuania's most visited classifieds portal.
mp-lu-luxauto,LuxAuto,https://www.luxauto.lu/,luxembourg,vehicles,,both,paid,,active,A Luxembourg vehicle marketplace where dealers hold public listings.
mp-lu-athome,atHome.lu,https://www.athome.lu/,luxembourg,property,,both,paid,,active,"The main Luxembourg property marketplace, where agents hold public listings."
mp-my-carlist,Carlist.my,https://www.carlist.my/,malaysia,vehicles,,both,freemium,,active,"Malaysia's main vehicle marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-my-carousell,Carousell Malaysia,https://www.carousell.com.my/,malaysia,general-classifieds,,both,freemium,Carousell Group,unknown,The Malaysian arm of a Southeast Asian classifieds marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-my-mudah,Mudah.my,https://www.mudah.my/,malaysia,general-classifieds,property; vehicles,both,freemium,,active,Malaysia's largest classifieds marketplace.
mp-my-iproperty,iProperty Malaysia,https://www.iproperty.com.my/,malaysia,property,,business,paid,,active,"Malaysia's main property marketplace, where agents hold public listings. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-mt-keepmeposted,Keepmeposted,https://keepmeposted.com.mt/,malta,jobs,,business,paid,,active,A Maltese job marketplace where employers publish vacancies and training courses.
mp-mt-maltapark,Maltapark,https://www.maltapark.com/,malta,general-classifieds,property; vehicles,both,freemium,,active,Malta's main classifieds marketplace.
mp-mx-autocosmos,Autocosmos México,https://www.autocosmos.com.mx/,mexico,vehicles,,both,paid,,active,A Mexican vehicle marketplace and information portal with dealer listings.
mp-mx-inmuebles24,Inmuebles24,https://www.inmuebles24.com/,mexico,property,,both,paid,,unknown,"Mexico's main property marketplace, which absorbed Segundamano's audience. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown."
mp-mx-kavak,Kavak,https://www.kavak.com/,mexico,vehicles,,both,freemium,,active,A Latin American used-vehicle marketplace originating in Mexico.
mp-mx-mercadolibre,Mercado Libre México,https://www.mercadolibre.com.mx/,mexico,general-classifieds,vehicles,both,freemium,Mercado Libre,active,"The dominant Mexican marketplace, where sellers hold public storefronts."
mp-mx-seminuevos,Seminuevos,https://www.seminuevos.com/,mexico,vehicles,,both,paid,,active,A Mexican used-vehicle marketplace where dealers hold public listings.
mp-mx-vivanuncios,Vivanuncios,https://www.vivanuncios.com.mx/,mexico,general-classifieds,property; vehicles,both,freemium,,unknown,A major Mexican classifieds marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-md-999,999.md,https://www.999.md/,moldova,general-classifieds,jobs; property; vehicles,both,freemium,,active,Moldova's dominant classifieds marketplace.
mp-md-makler,Makler.md,https://www.makler.md/,moldova,general-classifieds,property; vehicles,both,freemium,,active,A Moldovan classifieds portal.
mp-me-oglasicg,OglasiCG,https://www.oglasicg.me/,montenegro,general-classifieds,property; vehicles,both,free,,active,A Montenegrin general classifieds marketplace which states that listing is free.
mp-me-pazar3,Pazar3.me,https://www.pazar3.me/,montenegro,general-classifieds,jobs; property; vehicles,both,freemium,,active,"Montenegro's largest classifieds marketplace, where businesses can also open a shop. A separate site and account from Pazar3.mk in North Macedonia; mojtrg.me redirects here."
mp-ma-marocannonces,MarocAnnonces,https://www.marocannonces.com/,morocco,general-classifieds,jobs; property,both,unknown,,active,"A long-running Moroccan classifieds site carrying job offers and job requests, property and general goods, with listings posted the same day. Employers and private individuals both publish; the cost of publishing is not stated."
mp-ma-moteur,Moteur.ma,https://www.moteur.ma/,morocco,vehicles,,both,free,,active,"A Moroccan vehicle marketplace for new and used cars, motorcycles and trucks, which calls itself the largest automotive platform in Morocco. It states that posting a listing is free, and runs a separate advertiser registration for dealers and rental agencies."
mp-ma-mubawab,Mubawab,https://www.mubawab.ma/,morocco,property,,both,unknown,,active,"A Moroccan property marketplace that calls itself the country’s leading property site, covering sale, rental and holiday lets. It offers both a personal account for publishing a listing and a separate business registration; the cost of either is not stated."
mp-mm-carsdb,CarsDB,https://www.carsdb.com/,myanmar,vehicles,,both,unknown,,active,"Myanmar's main vehicle marketplace, carrying dealer and private listings."
mp-mm-jobnet,JobNet,https://www.jobnet.com.mm/,myanmar,jobs,,business,paid,,active,A Myanmar job marketplace where employers hold public company pages.
mp-mm-shop,Shop.com.mm,https://www.shop.com.mm/,myanmar,general-classifieds,,business,unknown,,active,"Myanmar's largest online marketplace, where merchants hold public storefronts."
mp-mm-imyanmarhouse,iMyanmarHouse,https://www.imyanmarhouse.com/,myanmar,property,,both,unknown,,active,"Myanmar's main property marketplace, where agencies and owners publish listings."
mp-na-namcars,NamCars,https://www.namcars.net/,namibia,vehicles,,both,unknown,,active,"Namibia's main vehicle marketplace, carrying the stock of around sixty dealerships alongside private listings."
mp-nl-marktplaats,Marktplaats,https://www.marktplaats.nl/,netherlands,general-classifieds,jobs; property; vehicles,both,freemium,Adevinta,active,"The dominant Dutch classifieds marketplace, with commercial seller accounts."
mp-nl-speurders,Speurders,https://www.speurders.nl/,netherlands,general-classifieds,,both,freemium,,active,"A Dutch classifieds portal. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-nz-autotrader,Auto Trader NZ,https://www.autotrader.co.nz/,new-zealand,vehicles,,both,freemium,,active,"A New Zealand vehicle marketplace of over 40 years standing, carrying used, new, electric, hybrid and commercial vehicles. It states that a private listing is free with no success or sale fees and stays live until removed, while dealers buy a tailored advertising package."
mp-nz-oneroof,OneRoof,https://www.oneroof.co.nz/,new-zealand,property,,business,unknown,,active,"A New Zealand property marketplace covering residential, new-build, commercial and rural listings as well as businesses for sale. Listings reach it through real-estate agencies, which it surfaces in a find-an-agent directory; no private-seller route and no published price were found."
mp-ni-encuentra24,Encuentra24 Nicaragua,https://www.encuentra24.com/nicaragua-es/,nicaragua,general-classifieds,jobs; property; vehicles,both,freemium,Encuentra24,active,"The Nicaragua section of the leading Central American classifieds marketplace, carrying property, vehicle, job and general listings."
mp-global-autochek,Autochek,https://www.autochek.africa/,nigeria,vehicles,,both,freemium,,active,A pan-African vehicle marketplace which absorbed the Cheki classifieds network.
mp-ng-cars45,Cars45,https://cars45.com/,nigeria,vehicles,,both,freemium,,unknown,A Nigerian used-vehicle marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-global-coinafrique,CoinAfrique,https://www.coinafrique.com/,nigeria,general-classifieds,property; vehicles,both,freemium,,active,A pan-African classifieds marketplace covering francophone and anglophone markets.
mp-ng-jiji,Jiji Nigeria,https://jiji.ng/,nigeria,general-classifieds,jobs; property; services; vehicles,both,freemium,Jiji Group,unknown,Nigeria's largest classifieds marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-ng-jobberman,Jobberman,https://www.jobberman.com/,nigeria,jobs,,business,paid,,active,"Nigeria's leading job marketplace, where employers hold public company pages."
mp-ng-jumia,Jumia Nigeria,https://www.jumia.com.ng/,nigeria,general-classifieds,,business,paid,Jumia Group,unknown,"Africa's largest online marketplace, where sellers hold public storefronts. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown."
mp-ng-konga,Konga,https://www.konga.com/,nigeria,general-classifieds,,business,paid,,active,A major Nigerian online marketplace where merchants hold public storefronts.
mp-ng-myjobmag,MyJobMag,https://www.myjobmag.com/,nigeria,jobs,,business,freemium,,active,A Nigerian job marketplace where employers hold public company pages.
mp-ng-npc,Nigeria Property Centre,https://nigeriapropertycentre.com/,nigeria,property,,both,paid,,unknown,A major Nigerian property marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-ng-propertypro,PropertyPro.ng,https://www.propertypro.ng/,nigeria,property,,both,paid,,unknown,A major Nigerian property marketplace where agents hold public listings. ToLet.com.ng was absorbed into it and now redirects here. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-mk-pazar3,Pazar3,https://www.pazar3.mk/,north-macedonia,general-classifieds,property; vehicles,both,freemium,,active,North Macedonia's leading classifieds marketplace.
mp-mk-reklama5,Reklama5,https://reklama5.com/,north-macedonia,general-classifieds,property; vehicles,both,freemium,,active,"A North Macedonian classifieds portal. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser. [redirect:2026-08-14] the Macedonian marketplace consolidated from reklama5.mk onto a .com domain; the record now points at the current address."
mp-no-finn,FINN.no,https://www.finn.no/,norway,general-classifieds,jobs; property; vehicles,both,freemium,,active,"Norway's dominant classifieds marketplace, with professional advertiser accounts."
mp-no-tise,Tise,https://www.tise.com/,norway,fashion-resale,,both,free,,active,A Nordic second-hand fashion marketplace.
mp-om-opensooq,OpenSooq Oman,https://om.opensooq.com/,oman,general-classifieds,jobs; property; services; vehicles,both,free,OpenSooq,active,"The Oman site of OpenSooq, the Arabic-language classifieds platform that says on its own about page that it runs in 20 countries with more than 120 buying and selling sections. The site calls itself the number one classifieds site in Oman with more than 500,000 ads, and states free ad posting."
mp-pk-olx,OLX Pakistan,https://www.olx.com.pk/,pakistan,general-classifieds,jobs; property; vehicles,both,freemium,OLX Group,active,Pakistan's dominant classifieds marketplace.
mp-pk-pakwheels,PakWheels,https://www.pakwheels.com/,pakistan,vehicles,,both,freemium,,active,"Pakistan's main vehicle marketplace, where dealers hold public pages."
mp-pk-propertyfinder,PropertyFinder.pk,https://www.propertyfinder.pk/,pakistan,property,,both,paid,,active,A Pakistani property marketplace where agents hold public listings.
mp-pk-zameen,Zameen,https://www.zameen.com/,pakistan,property,,both,paid,,active,"Pakistan's main property marketplace, where agents hold public listings."
mp-pa-compreoalquile,Compreoalquile,https://www.compreoalquile.com/,panama,property,,both,unknown,,active,"Panama's property marketplace, carrying listings from estate agencies and direct owners. Cloudflare blocks plain HTTPS requests; the live listings were confirmed in a real browser."
mp-pa-encuentra24,Encuentra24 Panamá,https://www.encuentra24.com/panama-es/,panama,general-classifieds,jobs; property; vehicles,both,freemium,Encuentra24,active,"The Panamá section of the leading Central American classifieds marketplace, carrying property, vehicle, job and general listings."
mp-pe-adondevivir,A Dónde Vivir,https://www.adondevivir.com/,peru,property,,both,paid,,unknown,A major Peruvian property marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-pe-mercadolibre,Mercado Libre Perú,https://www.mercadolibre.com.pe/,peru,general-classifieds,vehicles,both,freemium,Mercado Libre,active,"The dominant Peruvian marketplace, where sellers hold public storefronts."
mp-pe-neoauto,Neoauto,https://www.neoauto.com/,peru,vehicles,,both,paid,,unknown,Peru's main vehicle marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (http 403); a browser check is needed by a person and the status stays unknown.
mp-pe-urbania,Urbania,https://www.urbania.pe/,peru,property,,both,paid,,unknown,Peru's main property marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-ph-autodeal,AutoDeal,https://www.autodeal.com.ph/,philippines,vehicles,,both,paid,,active,"A Philippine vehicle marketplace where dealers hold public pages. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-ph-carousell,Carousell Philippines,https://www.carousell.ph/,philippines,general-classifieds,property; vehicles,both,freemium,Carousell Group,unknown,"The Philippine classifieds marketplace, which absorbed OLX Philippines. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown."
mp-ph-lamudi,Lamudi Philippines,https://www.lamudi.com.ph/,philippines,property,,both,paid,,unknown,A Philippine property marketplace where agents hold public listings. [accessibility:2026-08-14] an automated browser check was refused by the site (access-denied); a browser check is needed by a person and the status stays unknown.
mp-pl-allegro,Allegro,https://allegro.pl/,poland,auctions,general-classifieds,both,freemium,,unknown,"Poland's dominant marketplace, where sellers hold public shop pages. [accessibility:2026-08-14] an automated browser check was refused by the site (http 403); a browser check is needed by a person and the status stays unknown."
mp-pl-gratka,Gratka,https://www.gratka.pl/,poland,property,general-classifieds; vehicles,both,freemium,,active,A Polish classifieds portal focused on property and vehicles.
mp-pl-olx,OLX Polska,https://www.olx.pl/,poland,general-classifieds,jobs; property; services; vehicles,both,freemium,OLX Group,active,"Poland's dominant classifieds marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-pl-otomoto,OTOMOTO,https://www.otomoto.pl/,poland,vehicles,,both,paid,OLX Group,active,"The main Polish vehicle marketplace, where dealers hold public dealer pages."
mp-pl-sprzedajemy,Sprzedajemy.pl,https://www.sprzedajemy.pl/,poland,general-classifieds,,both,freemium,,active,A Polish free classifieds board.
mp-pt-custojusto,CustoJusto,https://www.custojusto.pt/,portugal,general-classifieds,property; vehicles,both,freemium,,active,A Portuguese free classifieds marketplace.
mp-pt-olx,OLX Portugal,https://www.olx.pt/,portugal,general-classifieds,jobs; property; vehicles,both,freemium,OLX Group,active,Portugal's leading classifieds marketplace.
mp-pt-standvirtual,Standvirtual,https://www.standvirtual.com/,portugal,vehicles,,both,paid,OLX Group,active,"The main Portuguese vehicle marketplace, where dealers hold public dealer pages."
mp-pr-clasificadosonline,Clasificados Online,https://www.clasificadosonline.com/,puerto-rico,general-classifieds,jobs; property; services; vehicles,both,free,,active,"Puerto Rico's long-running general classifieds marketplace, which states that publishing a listing is free."
mp-qa-opensooq,OpenSooq Qatar,https://qa.opensooq.com/,qatar,general-classifieds,jobs; property; services; vehicles,both,free,OpenSooq,active,"The Qatar site of OpenSooq, the Arabic-language classifieds platform that says on its own about page that it runs in 20 countries with more than 120 buying and selling sections. It states free ad posting and carries cars, property, jobs and services."
mp-qa-qatarliving,Qatar Living,https://www.qatarliving.com/,qatar,general-classifieds,jobs; property; services; vehicles,both,unknown,,active,"A Qatari community portal running since 2005 that states it has nearly 900,000 registered members. Its classifieds section carries items, vehicles, property, jobs and services, with business stores alongside private ""preloved"" sellers. A premium subscription is offered; the cost of a standard ad is not stated."
mp-ro-autovit,Autovit,https://www.autovit.ro/,romania,vehicles,,both,paid,OLX Group,active,"The main Romanian vehicle marketplace, where dealers hold public dealer pages."
mp-ro-olx,OLX Romania,https://www.olx.ro/,romania,general-classifieds,jobs; property; vehicles,both,freemium,OLX Group,active,"Romania's dominant classifieds marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-ro-publi24,Publi24,https://www.publi24.ro/,romania,general-classifieds,jobs; property; vehicles,both,freemium,,active,A Romanian free classifieds portal.
mp-ru-avito,Avito,https://www.avito.ru/,russia,general-classifieds,jobs; property; services; vehicles,both,freemium,,unknown,Russia's dominant classifieds marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (http 429); a browser check is needed by a person and the status stays unknown.
mp-ru-drom,Drom.ru,https://www.drom.ru/,russia,vehicles,,both,freemium,,active,A major Russian vehicle marketplace.
mp-ru-youla,Youla,https://www.youla.ru/,russia,general-classifieds,,both,freemium,,active,A major Russian classifieds marketplace.
mp-sa-aqar,Aqar,https://sa.aqar.fm/,saudi-arabia,property,,both,unknown,,active,"A Saudi property marketplace covering Riyadh, Jeddah, Dammam, Mecca and Medina, with tens of thousands of live listings per city. Listings come from owners directly as well as from brokers and project developers; the cost of publishing is not stated publicly."
mp-sa-haraj,Haraj,https://haraj.com.sa/,saudi-arabia,general-classifieds,property; vehicles,both,unknown,,active,"Saudi Arabia's best-known classifieds platform, strongest in vehicles and property. It sells a paid campaign that boosts a published listing's views, and states that buying campaign points does not exempt a seller from fees; the cost of posting itself is not stated publicly."
mp-sa-opensooq,OpenSooq Saudi Arabia,https://sa.opensooq.com/,saudi-arabia,general-classifieds,jobs; property; services; vehicles,both,free,OpenSooq,active,"The Saudi Arabia site of OpenSooq, the Arabic-language classifieds platform that says on its own about page that it runs in 20 countries with more than 120 buying and selling sections. It states free ad posting and carries cars, property, jobs and services."
mp-rs-halooglasi,Halo Oglasi,https://www.halooglasi.com/,serbia,general-classifieds,property; vehicles,both,freemium,,active,"A major Serbian classifieds portal. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-rs-kupujemprodajem,KupujemProdajem,https://www.kupujemprodajem.com/,serbia,general-classifieds,,both,freemium,,active,Serbia's largest classifieds marketplace.
mp-rs-polovniautomobili,Polovni Automobili,https://www.polovniautomobili.com/,serbia,vehicles,,both,freemium,,active,"The main Serbian vehicle marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-sg-99co,99.co,https://www.99.co/,singapore,property,,both,paid,,active,"A Singapore property marketplace where agents hold public listings. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-sg-carousell,Carousell,https://www.carousell.sg/,singapore,general-classifieds,property; vehicles,both,freemium,Carousell Group,unknown,Singapore's leading classifieds marketplace and the group's home market. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-sg-gumtree,Gumtree Singapore,https://www.gumtree.sg/,singapore,general-classifieds,jobs; property; vehicles,both,freemium,,active,The Singapore arm of the Gumtree classifieds network.
mp-sg-propertyguru,PropertyGuru,https://www.propertyguru.com.sg/,singapore,property,,business,paid,PropertyGuru Group,active,"Singapore's main property marketplace, where agents hold public listings. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-sg-sgcarmart,sgCarMart,https://www.sgcarmart.com/,singapore,vehicles,,both,paid,,unknown,"Singapore's main vehicle marketplace, where dealers hold public dealer pages. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown."
mp-sk-bazar,Bazar.sk,https://www.bazar.sk/,slovakia,general-classifieds,,both,free,,active,A Slovak free classifieds portal.
mp-sk-bazos,Bazos.sk,https://www.bazos.sk/,slovakia,general-classifieds,property; vehicles,both,freemium,,active,The Slovak arm of the Bazos classifieds network.
mp-si-avto-net,Avto.net,https://www.avto.net/,slovenia,vehicles,,both,paid,,active,"The main Slovenian vehicle marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-si-bolha,Bolha.com,https://www.bolha.com/,slovenia,general-classifieds,property; vehicles,both,freemium,,active,Slovenia's largest classifieds marketplace.
mp-za-autotrader,AutoTrader South Africa,https://www.autotrader.co.za/,south-africa,vehicles,,both,paid,,active,"South Africa's main vehicle marketplace, where dealers hold public dealer pages."
mp-za-bobshop,Bob Shop,https://bobshop.co.za/,south-africa,auctions,general-classifieds,both,freemium,,active,"A South African auction and marketplace platform, formerly bidorbuy, with public seller shops."
mp-za-careerjunction,CareerJunction,https://www.careerjunction.co.za/,south-africa,jobs,,business,paid,,active,A South African job marketplace where employers hold public company pages.
mp-za-gumtree,Gumtree South Africa,https://www.gumtree.co.za/,south-africa,general-classifieds,jobs; property; vehicles,both,freemium,,active,South Africa's main free classifieds marketplace.
mp-za-junkmail,Junk Mail,https://www.junkmail.co.za/,south-africa,general-classifieds,property; vehicles,both,freemium,,unknown,A long-running South African classifieds marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-za-privateproperty,Private Property,https://www.privateproperty.co.za/,south-africa,property,,both,paid,,active,A major South African property marketplace.
mp-za-property24,Property24,https://www.property24.com/,south-africa,property,,both,paid,,active,"South Africa's main property marketplace, where agents hold public listings."
mp-kr-albamon,Albamon,https://www.albamon.com/,south-korea,jobs,,business,paid,,active,A major Korean part-time job marketplace where employers hold public pages.
mp-kr-bunjang,Bunjang,https://www.bunjang.co.kr/,south-korea,second-hand,,both,freemium,,active,A major Korean second-hand marketplace with seller storefronts.
mp-kr-encar,Encar,https://www.encar.com/,south-korea,vehicles,,both,paid,,active,"South Korea's main vehicle marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-kr-joongna,Joongna,https://www.joongna.com/,south-korea,second-hand,,both,freemium,,active,South Korea's largest second-hand marketplace.
mp-kr-kbchachacha,KB Chachacha,https://www.kbchachacha.com/,south-korea,vehicles,,both,paid,,active,A major Korean vehicle marketplace where dealers hold public pages.
mp-kr-saramin,Saramin,https://www.saramin.co.kr/,south-korea,jobs,,business,paid,,active,A major Korean job marketplace where employers hold public company pages.
mp-kr-zigbang,Zigbang,https://www.zigbang.com/,south-korea,property,,both,paid,,active,A major Korean property marketplace where agents hold public listings.
mp-es-milanuncios,Milanuncios,https://www.milanuncios.com/,spain,general-classifieds,jobs; property; vehicles,both,freemium,Adevinta,active,"A major Spanish classifieds marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-es-wallapop,Wallapop,https://www.wallapop.com/,spain,general-classifieds,,both,freemium,,active,A major Spanish classifieds marketplace with professional seller accounts.
mp-lk-lankapropertyweb,Lanka Property Web,https://www.lankapropertyweb.com/,sri-lanka,property,,both,paid,,active,A Sri Lankan property marketplace where agents hold public listings.
mp-lk-patpat,PatPat.lk,https://www.patpat.lk/,sri-lanka,general-classifieds,vehicles,both,freemium,,active,"A Sri Lankan classifieds marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-lk-riyasewana,Riyasewana,https://www.riyasewana.com/,sri-lanka,vehicles,,both,freemium,,active,"Sri Lanka's main vehicle marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-lk-ikman,ikman,https://www.ikman.lk/,sri-lanka,general-classifieds,jobs; property; vehicles,both,freemium,,active,Sri Lanka's leading classifieds marketplace.
mp-sd-sudanjob,Sudanjob,https://www.sudanjob.net/,sudan,jobs,,business,paid,,active,"Sudan's main job marketplace, where employers hold public listings."
mp-se-blocket,Blocket,https://www.blocket.se/,sweden,general-classifieds,jobs; property; vehicles,both,freemium,,active,Sweden's dominant classifieds marketplace.
mp-se-bytbil,Bytbil,https://www.bytbil.com/,sweden,vehicles,,business,paid,,active,A Swedish vehicle marketplace where dealers hold public dealer pages.
mp-se-hemnet,Hemnet,https://www.hemnet.se/,sweden,property,,business,paid,,active,"Sweden's main property marketplace, where estate agents publish listings on the seller's behalf. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-se-tradera,Tradera,https://www.tradera.com/,sweden,auctions,general-classifieds,both,freemium,,active,A Swedish auction marketplace where businesses hold seller shops.
mp-ch-ricardo,Ricardo,https://www.ricardo.ch/,switzerland,auctions,general-classifieds,both,freemium,,active,"Switzerland's largest online auction and marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
